path,type,name,base_name,extension,size,date,sha1,md5,sha256,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,detected_license_expression,detected_license_expression_spdx,percentage_of_license_text,files_count,dirs_count,size_count,scan_errors,license_expression,detection_log,license_match__license_expression,license_match__license_expression_spdx,license_match__from_file,license_match__matcher,license_match__score,license_match__matched_length,license_match__match_coverage,license_match__rule_relevance,license_match__rule_identifier,license_match__rule_url,copyright,holder,author,email,url,start_line,end_line,package__type,package__namespace,package__name,package__version,package__qualifiers,package__subpath,package__primary_language,package__description,package__release_date,package__homepage_url,package__download_url,package__size,package__sha1,package__md5,package__sha256,package__sha512,package__bug_tracking_url,package__code_view_url,package__vcs_url,package__copyright,package__holder,package__declared_license_expression,package__declared_license_expression_spdx,package__license_detections,package__other_license_expression,package__other_license_expression_spdx,package__other_license_detections,package__extracted_license_statement,package__notice_text,package__file_references,package__is_private,package__is_virtual,package__extra_data,package__repository_homepage_url,package__repository_download_url,package__api_data_url,package__datasource_id,package__purl
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1127,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1184,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1241,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,cc0-1.0,,cc0-1.0,CC0-1.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_cc0-1.0_for_cc0-1.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_cc0-1.0_for_cc0-1.0.RULE,,,,,,1298,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-simplified,,bsd-simplified,BSD-2-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_bsd-2-clause_for_bsd-simplified.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_bsd-2-clause_for_bsd-simplified.RULE,,,,,,1303,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-simplified,,bsd-simplified,BSD-2-Clause,spring-petclinic/target/bom.json,2-aho,100.00,7,100.00,100.00,bsd-simplified_82.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-simplified_82.RULE,,,,,,1304,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,cc0-1.0,,cc0-1.0,CC0-1.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_cc0-1.0_for_cc0-1.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_cc0-1.0_for_cc0-1.0.RULE,,,,,,1369,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1439,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1505,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1571,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1637,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1703,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1769,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1835,1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,1905,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,lgpl-2.1,,lgpl-2.1,LGPL-2.1-only,spring-petclinic/target/bom.json,3-seq,81.82,9,81.82,100.00,lgpl-2.1_414.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/lgpl-2.1_414.RULE,,,,,,1970,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,epl-2.0 AND bsd-new,,epl-2.0,EPL-2.0,spring-petclinic/target/bom.json,2-aho,22.00,4,100.00,22.00,epl-2.0_required_phrase_2.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/epl-2.0_required_phrase_2.RULE,,,,,,2038,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,epl-2.0 AND bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2043,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,epl-2.0 AND classpath-exception-2.0,,epl-2.0,EPL-2.0,spring-petclinic/target/bom.json,2-aho,22.00,4,100.00,22.00,epl-2.0_required_phrase_2.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/epl-2.0_required_phrase_2.RULE,,,,,,2117,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,epl-2.0 AND classpath-exception-2.0,,classpath-exception-2.0,Classpath-exception-2.0,spring-petclinic/target/bom.json,2-aho,100.00,6,100.00,100.00,classpath-exception-2.0_6.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/classpath-exception-2.0_6.RULE,,,,,,2122,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,2196,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,8,100.00,100.00,apache-2.0_url_1.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_url_1.RULE,,,,,,2197,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,2267,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,2332,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,2402,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,2471,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2537,2537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2611,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2685,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2759,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2833,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,2907,2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,bsd-new_10.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_10.RULE,,,,,,2981,2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,bsd-new,,bsd-new,BSD-3-Clause,spring-petclinic/target/bom.json,2-aho,100.00,7,100.00,100.00,bsd-new_356.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/bsd-new_356.RULE,,,,,,2982,2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3056,3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3122,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3188,3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3254,3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3320,3320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,mit,,mit,MIT,spring-petclinic/target/bom.json,2-aho,100.00,2,100.00,100.00,mit_30.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/mit_30.RULE,,,,,,3387,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3453,3453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,epl-2.0,,epl-2.0,EPL-2.0,spring-petclinic/target/bom.json,2-aho,50.00,3,100.00,50.00,spdx_license_id_epl-2.0_for_epl-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_epl-2.0_for_epl-2.0.RULE,,,,,,3518,3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3584,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3650,3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3716,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3786,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3851,3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3908,3908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,3966,3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,4032,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,4098,4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,4164,4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,4229,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,4286,4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,8,100.00,100.00,apache-2.0_url_1.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_url_1.RULE,,,,,,4287,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,3,100.00,100.00,spdx_license_id_apache-2.0_for_apache-2.0.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/spdx_license_id_apache-2.0_for_apache-2.0.RULE,,,,,,4361,4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/target/bom.json,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/target/bom.json,2-aho,100.00,8,100.00,100.00,apache-2.0_url_1.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_url_1.RULE,,,,,,4362,4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
